SBID,CRVAL1,CRVAL2,label_0_count_filtered_int,label_1_count_filtered_int,label_2_count_filtered_int,label_3_count_filtered_int,label_0_count_filtered_res,label_1_count_filtered_res,label_2_count_filtered_res,label_3_count_filtered_res,SBID,label_0_count_maskb,label_1_count_maskb,label_2_count_maskb,label_3_count_maskb,,name,sb,ra_min_hms,ra_max_hms,dec_min_dms,dec_max_dms,ra_min_deg,ra_max_deg,dec_min_deg,dec_max_deg,SBID,label_0_count_maskb,label_1_count_maskb,label_2_count_maskb,label_3_count_maskb
22880,236.8317,-77.11170278,200,3545,28,280,221,3392,29,322,processed_wcs_22880.csv,255,3370,66,307,,image.i.RACS_1547-77.SB22880.cont.taylor.0.restored.conv.fits,SB22880,11:30.7,20:59.1,-80:37:09.264,-72:25:41.203,212.8778317,260.2463027,-80.61924011,-72.42811206,processed_wcs_22880.csv,255,3370,66,307
22881,252.5373125,-4.676341667,197,854,47,113,202,780,38,91,processed_wcs_22881.csv,230,817,54,96,,image.i.RACS_1650-04.SB22881.cont.taylor.0.restored.conv.fits,SB22881,35:46.7,04:53.5,-07:45:01.388,-01:45:10.101,248.9443804,256.2229391,-7.75038549,-1.752805861,processed_wcs_22881.csv,230,817,54,96
22882,266.25,46.50041028,92,34,1282,59,92,41,978,68,processed_wcs_22882.csv,183,5,1151,69,,image.i.RACS_1744+46.SB22882.cont.taylor.0.restored.conv.fits,SB22882,23:09.2,07:24.5,+43:18:13.900,+49:17:36.445,260.788269,271.8522087,43.303861,49.29345689,processed_wcs_22882.csv,183,5,1151,69
22883,273.75,46.50041028,354,178,798,105,390,172,528,112,processed_wcs_22883.csv,484,317,1022,103,,image.i.RACS_1814+46.SB22883.cont.taylor.0.restored.conv.fits,SB22883,53:09.0,37:24.8,+43:18:13.772,+49:17:40.301,268.2872942,279.3531866,43.30382562,49.29452805,processed_wcs_22883.csv,484,317,1022,103
22884,257.9104458,-9.34505,438,2930,70,223,459,2872,69,192,processed_wcs_22884.csv,465,3000,98,217,,image.i.RACS_1711-09.SB22884.cont.taylor.0.restored.conv.fits,SB22884,57:03.8,26:35.5,-12:24:31.273,-06:24:49.200,254.2656806,261.6481118,-12.40868689,-6.413666532,processed_wcs_22884.csv,465,3000,98,217
22885,281.25,46.50041028,84,33,1269,62,96,29,951,76,processed_wcs_22885.csv,140,22,1194,62,,image.i.RACS_1844+46.SB22885.cont.taylor.0.restored.conv.fits,SB22885,23:09.0,07:23.7,+43:18:14.409,+49:17:36.306,275.7874176,286.8488035,43.3040025,49.2934184,processed_wcs_22885.csv,140,22,1194,62
22886,288.75,46.50041028,97,35,1355,41,107,39,1215,52,processed_wcs_22886.csv,174,8,1403,52,,image.i.RACS_1914+46.SB22886.cont.taylor.0.restored.conv.fits,SB22886,53:08.8,37:23.9,+43:18:16.281,+49:17:38.165,283.2865045,294.349718,43.30452249,49.29393474,processed_wcs_22886.csv,174,8,1403,52
22895,326.25,46.50041028,119,20,1344,43,130,31,1030,64,processed_wcs_22895.csv,194,19,1360,60,,image.i.RACS_2144+46.SB22895.cont.taylor.0.restored.conv.fits,SB22895,23:09.2,07:24.7,+43:18:09.774,+49:17:38.442,320.7882074,331.8531233,43.3027149,49.29401171,processed_wcs_22895.csv,194,19,1360,60
22896,333.75,46.50041028,101,25,1341,54,115,34,1170,47,processed_wcs_22896.csv,148,19,1469,69,,image.i.RACS_2214+46.SB22896.cont.taylor.0.restored.conv.fits,SB22896,53:09.4,37:24.3,+43:18:16.026,+49:17:34.586,328.2891821,339.3512942,43.30445174,49.29294054,processed_wcs_22896.csv,148,19,1469,69
22899,348.75,46.50041028,100,27,1291,31,86,36,1192,53,processed_wcs_22899.csv,169,12,1316,39,,image.i.RACS_2314+46.SB22899.cont.taylor.0.restored.conv.fits,SB22899,53:09.2,37:24.5,+43:18:11.900,+49:17:38.442,343.2882074,354.352272,43.30330565,49.29401171,processed_wcs_22899.csv,169,12,1316,39
22900,341.25,46.50041028,84,35,1433,55,104,41,687,129,processed_wcs_22900.csv,237,14,1037,64,,image.i.RACS_2244+46.SB22900.cont.taylor.0.restored.conv.fits,SB22900,23:10.5,07:20.8,+43:18:14.063,+49:16:59.187,335.7936966,346.8365383,43.30390639,49.28310757,processed_wcs_22900.csv,237,14,1037,64
22901,356.25,46.50041028,110,29,1329,44,103,45,1073,62,processed_wcs_22901.csv,183,9,1275,65,,image.i.RACS_2344+46.SB22901.cont.taylor.0.restored.conv.fits,SB22901,23:09.0,07:24.5,+43:18:13.900,+49:17:36.306,350.7874176,361.8522087,43.303861,49.2934184,processed_wcs_22901.csv,183,9,1275,65
22971,259.0909083,-14.00890556,392,2194,40,210,429,2134,45,177,processed_wcs_22971.csv,435,2215,59,191,,image.i.RACS_1716-14.SB22971.cont.taylor.0.restored.conv.fits,SB22971,01:27.9,31:36.9,-17:03:46.434,-11:04:00.501,255.3661139,262.903617,-17.0628982,-11.06680582,processed_wcs_22971.csv,435,2215,59,191
23099,199.6875,-18.66772028,360,2999,37,280,349,2961,40,269,processed_wcs_23099.csv,417,2874,77,295,,image.i.RACS_1318-18.SB23099.cont.taylor.0.restored.conv.fits,SB23099,03:25.7,34:31.4,-21:42:47.929,-15:42:26.930,195.8569478,203.6306701,-21.71331349,-15.70748043,processed_wcs_23099.csv,417,2874,77,295
23100,205.3125,-18.66772028,378,3016,63,269,350,2987,49,231,processed_wcs_23100.csv,460,2936,97,253,,image.i.RACS_1341-18.SB23100.cont.taylor.0.restored.conv.fits,SB23100,25:55.7,57:01.4,-21:42:47.929,-15:42:28.932,201.4819478,209.2556701,-21.71331349,-15.70803662,processed_wcs_23100.csv,460,2936,97,253
23101,205.7142833,-23.32096389,409,3028,37,306,271,2034,25,241,processed_wcs_23101.csv,463,2941,70,324,,image.i.RACS_1342-23.SB23101.cont.taylor.0.restored.conv.fits,SB23101,26:58.2,59:12.8,-26:21:20.845,-20:21:00.672,201.7424708,209.803463,-26.35579028,-20.35018674,processed_wcs_23101.csv,463,2941,70,324
23104,220.2985042,-9.34505,569,2312,71,217,435,2429,62,203,processed_wcs_23104.csv,639,2216,111,217,,image.i.RACS_1441-09.SB23104.cont.taylor.0.restored.conv.fits,SB23104,26:36.9,56:10.0,-12:24:29.270,-06:24:24.960,216.6537467,224.0418618,-12.40813057,-6.406933328,processed_wcs_23104.csv,639,2216,111,217
23171,210.9375,-18.66772028,477,2708,42,269,401,2688,43,256,processed_wcs_23171.csv,516,2600,84,268,,image.i.RACS_1403-18.SB23171.cont.taylor.0.restored.conv.fits,SB23171,48:25.5,19:31.4,-21:42:43.881,-15:42:30.934,207.1063785,214.8806396,-21.71218918,-15.70859281,processed_wcs_23171.csv,516,2600,84,268
23172,211.4285708,-23.32096389,347,2808,42,269,299,2734,39,254,processed_wcs_23172.csv,380,2749,79,271,,image.i.RACS_1405-23.SB23172.cont.taylor.0.restored.conv.fits,SB23172,49:49.6,22:04.1,-26:21:18.843,-20:21:00.726,207.4567774,215.5171098,-26.35523418,-20.35020178,processed_wcs_23172.csv,380,2749,79,271
23173,217.1428542,-23.32096389,384,2952,50,277,329,2893,40,252,processed_wcs_23173.csv,417,2880,83,265,,image.i.RACS_1428-23.SB23173.cont.taylor.0.restored.conv.fits,SB23173,12:42.2,44:55.2,-26:21:19.283,-20:21:22.857,213.1760285,221.2301511,-26.35535639,-20.3563492,processed_wcs_23173.csv,417,2880,83,265
23175,225.6716417,-9.34505,445,2415,97,238,386,2417,65,230,processed_wcs_23175.csv,509,2266,161,252,,image.i.RACS_1502-09.SB23175.cont.taylor.0.restored.conv.fits,SB23175,48:06.7,17:41.7,-12:24:37.322,-06:24:12.631,222.0279929,229.423581,-12.41036733,-6.403508514,processed_wcs_23175.csv,509,2266,161,252
23177,236.4179083,-4.676341667,549,2026,132,206,449,2074,121,199,processed_wcs_23177.csv,891,1603,215,220,,image.i.RACS_1545-04.SB23177.cont.taylor.0.restored.conv.fits,SB23177,31:18.3,00:27.8,-07:44:57.403,-01:44:41.835,232.8261093,240.1158851,-7.749278497,-1.744954143,processed_wcs_23177.csv,891,1603,215,220
23178,231.044775,0,726,1728,170,154,607,1760,200,137,processed_wcs_23178.csv,1027,1322,291,139,,image.i.RACS_1524+00.SB23178.cont.taylor.0.restored.conv.fits,SB23178,09:55.8,38:50.9,-03:04:57.353,+02:55:16.556,227.4823287,234.7120256,-3.082598044,2.921265494,processed_wcs_23178.csv,1027,1322,291,139
23179,231.044775,-4.676341667,452,2457,116,233,398,2533,105,233,processed_wcs_23179.csv,596,2325,160,224,,image.i.RACS_1524-04.SB23179.cont.taylor.0.restored.conv.fits,SB23179,09:48.8,38:57.9,-07:44:59.416,-01:44:43.869,227.453533,234.7410712,-7.749837688,-1.745519138,processed_wcs_23179.csv,596,2325,160,224
23180,231.044775,-9.34505,457,2424,97,212,423,2406,74,195,processed_wcs_23180.csv,545,2232,132,216,,image.i.RACS_1524-09.SB23180.cont.taylor.0.restored.conv.fits,SB23180,09:36.4,39:10.8,-12:24:35.340,-06:24:16.699,227.4017039,234.7949964,-12.40981677,-6.404638507,processed_wcs_23180.csv,545,2232,132,216
23181,236.4179083,-9.34505,468,2385,70,206,364,2346,76,200,processed_wcs_23181.csv,522,2229,130,194,,image.i.RACS_1545-09.SB23181.cont.taylor.0.restored.conv.fits,SB23181,31:05.8,00:40.5,-12:24:35.320,-06:24:18.680,232.7742673,240.1686997,-12.40981102,-6.405188955,processed_wcs_23181.csv,522,2229,130,194
23182,241.7910417,-9.34505,465,2336,74,179,370,2344,72,167,processed_wcs_23182.csv,515,2194,119,190,,image.i.RACS_1607-09.SB23182.cont.taylor.0.restored.conv.fits,SB23182,52:35.4,22:09.1,-12:24:33.317,-06:24:26.837,238.1474084,245.5378352,-12.4092547,-6.407454733,processed_wcs_23182.csv,515,2194,119,190
23183,241.7910417,-4.676341667,519,2351,99,198,446,2373,85,215,processed_wcs_23183.csv,567,2237,159,222,,image.i.RACS_1607-04.SB23183.cont.taylor.0.restored.conv.fits,SB23183,52:48.0,21:57.0,-07:44:55.410,-01:44:41.866,238.1998091,245.4873281,-7.748725001,-1.744962858,processed_wcs_23183.csv,567,2237,159,222
23184,247.164175,-4.676341667,459,2234,109,176,431,2255,57,175,processed_wcs_23184.csv,566,2077,141,178,,image.i.RACS_1628-04.SB23184.cont.taylor.0.restored.conv.fits,SB23184,14:17.5,43:26.4,-07:45:01.419,-01:44:41.877,243.5729282,250.8599143,-7.750394032,-1.744965762,processed_wcs_23184.csv,566,2077,141,178
23185,252.5373125,-9.34505,394,2358,63,196,366,2340,55,179,processed_wcs_23185.csv,485,2266,97,189,,image.i.RACS_1650-09.SB23185.cont.taylor.0.restored.conv.fits,SB23185,35:34.2,05:08.5,-12:24:37.281,-06:24:16.782,248.8925239,256.285262,-12.41035582,-6.404661773,processed_wcs_23185.csv,485,2266,97,189
23371,232.2580625,-64.90365556,226,3552,38,334,217,3472,48,327,processed_wcs_23371.csv,312,3353,99,357,,image.i.RACS_1529-64.SB23371.cont.taylor.0.restored.conv.fits,SB23371,51:19.1,07:49.5,-67:43:28.774,-61:45:23.916,222.8297272,241.9563398,-67.72465952,-61.75664346,processed_wcs_23371.csv,312,3353,99,357
23538,216.5625,-18.66772028,388,2888,55,276,325,2819,48,283,processed_wcs_23538.csv,410,2810,104,278,,image.i.RACS_1426-18.SB23538.cont.taylor.0.restored.conv.fits,SB23538,10:55.5,42:02.2,-21:42:51.890,-15:42:22.669,212.7313191,220.509295,-21.71441396,-15.70629696,processed_wcs_23538.csv,410,2810,104,278
23821,214.6761833,-75.75464167,198,4328,39,389,247,4017,30,423,processed_wcs_23821.csv,241,4175,61,395,,image.i.RACS_1418-75.SB23821.cont.taylor.0.restored.conv.fits,SB23821,56:30.8,43:01.3,-79:11:24.640,-71:13:44.742,194.1283263,235.7553234,-79.19017767,-71.2290949,processed_wcs_23821.csv,241,4175,61,395
23822,220.6451583,-64.90365556,261,3697,17,274,287,3569,25,296,processed_wcs_23822.csv,310,3688,46,288,,image.i.RACS_1442-64.SB23822.cont.taylor.0.restored.conv.fits,SB23822,04:02.0,20:26.7,-67:39:11.868,-61:42:14.676,211.0082403,230.1113148,-67.65329672,-61.70407668,processed_wcs_23822.csv,310,3688,46,288
23824,233.1818167,-51.11844333,262,3130,22,298,305,3037,36,266,processed_wcs_23824.csv,327,3088,56,298,,image.i.RACS_1532-51.SB23824.cont.taylor.0.restored.conv.fits,SB23824,07:48.0,57:10.3,-53:59:00.151,-48:00:18.722,226.9499288,239.2929632,-53.98337538,-48.00520066,processed_wcs_23824.csv,327,3088,56,298
23825,238.84615,-41.87891111,411,3186,45,261,443,3079,44,239,processed_wcs_23825.csv,445,3127,77,281,,image.i.RACS_1555-41.SB23825.cont.taylor.0.restored.conv.fits,SB23825,34:43.1,15:36.4,-44:47:12.416,-38:48:05.224,233.6795738,243.901552,-44.78678208,-38.80145116,processed_wcs_23825.csv,445,3127,77,281
23826,244.6875,-18.66772028,397,3292,58,300,407,3235,70,291,processed_wcs_23826.csv,447,3405,81,307,,image.i.RACS_1618-18.SB23826.cont.taylor.0.restored.conv.fits,SB23826,02:58.3,34:11.8,-21:38:17.261,-15:39:06.440,240.7427785,248.548998,-21.63812802,-15.65178881,processed_wcs_23826.csv,447,3405,81,307
23827,250.3125,-18.66772028,417,3179,51,260,444,3121,52,250,processed_wcs_23827.csv,479,3277,64,262,,image.i.RACS_1641-18.SB23827.cont.taylor.0.restored.conv.fits,SB23827,25:28.1,56:42.1,-21:38:21.179,-15:39:14.407,246.3671493,254.1752253,-21.63921629,-15.65400184,processed_wcs_23827.csv,479,3277,64,262
23828,253.6363625,-14.00890556,450,2428,58,209,468,2371,59,198,processed_wcs_23828.csv,479,2414,89,200,,image.i.RACS_1654-14.SB23828.cont.taylor.0.restored.conv.fits,SB23828,39:12.3,09:33.6,-16:59:24.465,-11:00:10.922,249.8012665,257.3899782,-16.99012903,-11.00303386,processed_wcs_23828.csv,479,2414,89,200
23861,217.54015,-81.14700556,210,3803,71,483,330,3274,77,533,processed_wcs_23861.csv,350,3349,145,482,,image.i.RACS_1430-81.SB23861.cont.taylor.0.restored.conv.fits,SB23861,54:00.3,09:36.3,-83:57:55.231,-76:24:47.959,178.5013015,257.4014262,-83.96534182,-76.41332195,processed_wcs_23861.csv,350,3349,145,482
23862,222.5454542,-37.24848889,412,3773,70,300,478,3593,52,285,processed_wcs_23862.csv,526,3714,95,305,,image.i.RACS_1450-37.SB23862.cont.taylor.0.restored.conv.fits,SB23862,31:01.2,09:00.7,-40:09:57.263,-34:11:15.491,217.7550136,227.2529569,-40.16590625,-34.18763653,processed_wcs_23862.csv,526,3714,95,305
23863,228.75,-46.50296111,385,3719,39,267,419,3516,42,242,processed_wcs_23863.csv,444,3612,63,291,,image.i.RACS_1514-46.SB23863.cont.taylor.0.restored.conv.fits,SB23863,52:29.5,37:07.3,-49:23:15.659,-43:24:38.846,223.1230742,234.2805351,-49.38768314,-43.41079061,processed_wcs_23863.csv,444,3612,63,291
23864,229.5,-55.72483611,238,3526,64,268,268,3321,67,271,processed_wcs_23864.csv,307,3428,79,313,,image.i.RACS_1517-55.SB23864.cont.taylor.0.restored.conv.fits,SB23864,49:55.2,45:39.1,-58:33:29.227,-52:35:17.877,222.4799356,236.4128326,-58.55811866,-52.58829904,processed_wcs_23864.csv,307,3428,79,313
23865,234.2857125,-23.32096389,431,3481,53,300,483,3329,63,273,processed_wcs_23865.csv,532,3478,85,297,,image.i.RACS_1537-23.SB23865.cont.taylor.0.restored.conv.fits,SB23865,20:47.7,53:11.3,-26:16:44.828,-20:17:44.412,230.1985852,238.2971275,-26.27911902,-20.29567012,processed_wcs_23865.csv,532,3478,85,297
23866,231.8181792,-14.00890556,412,3386,59,274,432,3275,67,253,processed_wcs_23866.csv,458,3474,74,271,,image.i.RACS_1527-14.SB23866.cont.taylor.0.restored.conv.fits,SB23866,11:57.1,42:18.7,-16:59:08.095,-11:00:17.183,227.9878303,235.5781073,-16.985582,-11.00477296,processed_wcs_23866.csv,458,3474,74,271
23867,222.8571417,-23.32096389,492,3632,69,305,504,3535,61,286,processed_wcs_23867.csv,551,3612,91,296,,image.i.RACS_1451-23.SB23867.cont.taylor.0.restored.conv.fits,SB23867,35:05.1,07:28.1,-26:16:40.936,-20:17:46.523,218.7712948,226.867277,-26.27803778,-20.29625634,processed_wcs_23867.csv,551,3612,91,296
23868,242.7272708,-14.00890556,433,3141,51,232,447,3030,65,231,processed_wcs_23868.csv,465,3212,63,248,,image.i.RACS_1610-14.SB23868.cont.taylor.0.restored.conv.fits,SB23868,55:34.8,25:56.9,-16:59:14.102,-11:00:17.088,238.8951418,246.4872325,-16.98725067,-11.00474661,processed_wcs_23868.csv,465,3212,63,248
23869,237.272725,-14.00890556,390,3186,68,235,401,3087,62,238,processed_wcs_23869.csv,443,3173,91,249,,image.i.RACS_1549-14.SB23869.cont.taylor.0.restored.conv.fits,SB23869,33:45.9,04:07.7,-16:59:12.132,-11:00:17.119,233.4411894,241.0320935,-16.98670329,-11.00475539,processed_wcs_23869.csv,443,3173,91,249
23870,239.0625,-18.66772028,378,3233,59,324,396,3189,47,294,processed_wcs_23870.csv,421,3256,86,329,,image.i.RACS_1556-18.SB23870.cont.taylor.0.restored.conv.fits,SB23870,40:29.0,11:43.5,-21:38:08.733,-15:39:12.660,235.120833,242.9311229,-21.63575909,-15.6535167,processed_wcs_23870.csv,421,3256,86,329
23871,248.1818167,-14.00890556,356,2982,59,232,398,2946,48,198,processed_wcs_23871.csv,425,3011,71,224,,image.i.RACS_1632-14.SB23871.cont.taylor.0.restored.conv.fits,SB23871,17:23.4,47:46.5,-16:59:22.016,-11:00:20.966,244.347314,251.9435689,-16.989449,-11.00582398,processed_wcs_23871.csv,425,3011,71,224
23921,228.571425,-23.32096389,443,3460,61,345,454,3384,63,317,processed_wcs_23921.csv,474,3518,82,357,,image.i.RACS_1514-23.SB23921.cont.taylor.0.restored.conv.fits,SB23921,57:57.0,30:18.1,-26:16:37.488,-20:17:30.668,224.4874791,232.5753162,-26.27707987,-20.2918522,processed_wcs_23921.csv,474,3518,82,357
23925,255,-27.9695,434,3469,43,312,455,3362,39,275,processed_wcs_23925.csv,484,3458,58,310,,image.i.RACS_1700-28.SB23925.cont.taylor.0.restored.conv.fits,SB23925,42:53.8,16:44.8,-30:55:13.453,-24:55:48.549,250.7240012,259.1865063,-30.92040357,-24.93015257,processed_wcs_23925.csv,484,3458,58,310
24028,233.4375,-18.66772028,326,2991,40,265,329,2862,48,229,processed_wcs_24028.csv,389,2942,83,267,,image.i.RACS_1533-18.SB24028.cont.taylor.0.restored.conv.fits,SB24028,17:52.2,49:24.3,-21:38:23.483,-15:36:36.463,229.4675542,237.3511624,-21.63985635,-15.61012858,processed_wcs_24028.csv,389,2942,83,267
24554,226.3636333,-14.00890556,308,3220,31,284,299,3033,41,267,processed_wcs_24554.csv,372,3130,55,309,,image.i.RACS_1505-14.SB24554.cont.taylor.0.restored.conv.fits,SB24554,50:06.0,20:31.1,-16:59:33.808,-10:59:54.711,222.5249881,230.1295266,-16.99272434,-10.99853094,processed_wcs_24554.csv,372,3130,55,309
24628,227.8125,-18.66772028,291,3382,36,292,297,3163,27,301,processed_wcs_24628.csv,321,3268,72,314,,image.i.RACS_1511-18.SB24628.cont.taylor.0.restored.conv.fits,SB24628,55:28.1,26:44.1,-21:38:16.568,-15:39:06.397,223.8671797,231.6835775,-21.63793553,-15.65177696,processed_wcs_24628.csv,321,3268,72,314
24629,233.4375,-18.66772028,342,3405,26,318,318,3225,40,302,processed_wcs_24629.csv,396,3270,73,324,,image.i.RACS_1533-18.SB24629.cont.taylor.0.restored.conv.fits,SB24629,17:58.3,49:14.1,-21:38:16.568,-15:39:08.442,229.4927785,237.3085775,-21.63793553,-15.65234503,processed_wcs_24629.csv,396,3270,73,324
24630,236.25,-46.50296111,305,3576,19,326,284,3390,24,354,processed_wcs_24630.csv,325,3407,57,346,,image.i.RACS_1544-46.SB24630.cont.taylor.0.restored.conv.fits,SB24630,22:13.5,06:32.0,-49:22:03.173,-43:19:42.430,230.556228,241.6334292,-49.36754804,-43.32845285,processed_wcs_24630.csv,325,3407,57,346
24631,226.2857125,-60.32171389,64,2586,25,316,88,2242,27,325,processed_wcs_24631.csv,109,2349,42,291,,image.i.RACS_1505-60.SB24631.cont.taylor.0.restored.conv.fits,SB24631,32:17.2,36:15.0,-63:05:58.356,-57:04:33.498,218.0718146,234.0625614,-63.09954324,-57.07597155,processed_wcs_24631.csv,109,2349,42,291
24632,232.2580625,-64.90365556,168,3507,31,383,245,3170,29,403,processed_wcs_24632.csv,220,3231,87,396,,image.i.RACS_1529-64.SB24632.cont.taylor.0.restored.conv.fits,SB24632,50:28.7,07:03.2,-67:39:05.761,-61:42:14.432,222.619471,241.7635268,-67.65160031,-61.70400886,processed_wcs_24632.csv,220,3231,87,396
24633,228.4615375,-69.47467222,107,3038,46,319,193,2560,55,353,processed_wcs_24633.csv,217,2545,180,304,,image.i.RACS_1513-69.SB24633.cont.taylor.0.restored.conv.fits,SB24633,25:56.7,01:06.8,-72:08:57.419,-66:13:36.167,216.4862253,240.278316,-72.14928311,-66.22671318,processed_wcs_24633.csv,217,2545,180,304
24691,228.8921125,-72.07375278,148,3664,52,380,230,3280,48,417,processed_wcs_24691.csv,236,3454,65,359,,image.i.RACS_1515-72.SB24691.cont.taylor.0.restored.conv.fits,SB24691,12:58.9,19:31.5,-75:49:48.958,-67:27:28.920,213.2455391,244.8810438,-75.83026602,-67.45803333,processed_wcs_24691.csv,236,3454,65,359
25440,11.25,46.50041028,209,15,1241,15,142,16,621,81,processed_wcs_25440.csv,296,2,857,22,,image.i.RACS_0044+46.SB25440.cont.taylor.0.restored.conv.fits,SB25440,22:34.5,06:56.9,+43:23:58.524,+49:22:25.428,5.64365414,16.73695801,43.39958988,49.37372995,processed_wcs_25440.csv,296,2,857,22
25441,18.75,46.50041028,23,0,333,4,8,0,118,26,processed_wcs_25441.csv,34,0,204,7,,image.i.RACS_0114+46.SB25441.cont.taylor.0.restored.conv.fits,SB25441,52:31.3,36:58.9,+43:23:26.623,+49:22:44.149,13.13022731,24.24525564,43.39072872,49.3789302,processed_wcs_25441.csv,34,0,204,7
25442,26.25,46.50041028,150,23,1217,31,77,13,535,82,processed_wcs_25442.csv,199,1,845,45,,image.i.RACS_0144+46.SB25442.cont.taylor.0.restored.conv.fits,SB25442,22:31.2,06:59.8,+43:23:24.624,+49:22:53.578,20.62990913,31.74897867,43.39017342,49.38154949,processed_wcs_25442.csv,199,1,845,45
25443,33.75,46.50041028,127,23,1233,29,71,24,664,77,processed_wcs_25443.csv,190,3,954,48,,image.i.RACS_0214+46.SB25443.cont.taylor.0.restored.conv.fits,SB25443,52:33.0,36:59.8,+43:23:45.764,+49:22:53.578,28.13758478,39.24897867,43.39604556,49.38154949,processed_wcs_25443.csv,190,3,954,48
25444,41.25,46.50041028,102,22,1280,29,87,20,853,47,processed_wcs_25444.csv,178,4,1134,47,,image.i.RACS_0244+46.SB25444.cont.taylor.0.restored.conv.fits,SB25444,22:34.9,06:59.8,+43:24:02.904,+49:22:53.578,35.64526048,46.74897867,43.40080668,49.38154949,processed_wcs_25444.csv,178,4,1134,47
25445,48.75,46.50041028,106,16,1130,22,86,20,902,27,processed_wcs_25445.csv,133,1,1072,35,,image.i.RACS_0314+46.SB25445.cont.taylor.0.restored.conv.fits,SB25445,52:34.5,36:59.6,+43:24:02.649,+49:22:53.718,43.14355477,54.24812571,43.40073589,49.38158823,processed_wcs_25445.csv,133,1,1072,35
25446,56.25,46.50041028,116,21,1177,11,85,23,1078,32,processed_wcs_25446.csv,136,3,1228,39,,image.i.RACS_0344+46.SB25446.cont.taylor.0.restored.conv.fits,SB25446,22:35.9,06:59.1,+43:24:17.534,+49:22:48.004,50.64971505,61.74623304,43.40487067,49.38000116,processed_wcs_25446.csv,136,3,1228,39
25451,71.25,46.50041028,110,11,1053,21,69,13,972,37,processed_wcs_25451.csv,123,2,1118,45,,image.i.RACS_0444+46.SB25451.cont.taylor.0.restored.conv.fits,SB25451,22:35.1,06:59.5,+43:24:07.030,+49:22:49.723,65.64624026,76.74800117,43.40195267,49.38047854,processed_wcs_25451.csv,123,2,1118,45
25452,63.75,46.50041028,66,9,479,8,47,9,250,49,processed_wcs_25452.csv,103,3,345,20,,image.i.RACS_0414+46.SB25452.cont.taylor.0.restored.conv.fits,SB25452,52:04.4,36:34.6,+43:23:48.615,+49:26:07.188,58.01844983,69.14431958,43.39683756,49.43533007,processed_wcs_25452.csv,103,3,345,20
25453,78.75,46.50041028,118,14,1200,29,89,25,1088,41,processed_wcs_25453.csv,182,1,1275,37,,image.i.RACS_0514+46.SB25453.cont.taylor.0.restored.conv.fits,SB25453,52:12.5,36:39.8,+43:24:17.794,+49:26:13.749,73.05227085,84.16597428,43.4049427,49.4371525,processed_wcs_25453.csv,182,1,1275,37
25458,86.25,46.50041028,116,31,1229,18,89,27,663,73,processed_wcs_25458.csv,217,4,947,31,,image.i.RACS_0544+46.SB25458.cont.taylor.0.restored.conv.fits,SB25458,22:31.4,06:59.3,+43:23:26.751,+49:22:47.865,80.63095286,91.74708598,43.3907642,49.37996243,processed_wcs_25458.csv,217,4,947,31
25459,93.75,46.50041028,123,25,1335,23,73,33,845,60,processed_wcs_25459.csv,190,1,1143,49,,image.i.RACS_0614+46.SB25459.cont.taylor.0.restored.conv.fits,SB25459,52:34.2,36:59.8,+43:24:00.523,+49:22:53.578,88.14270191,99.24897867,43.40014518,49.38154949,processed_wcs_25459.csv,190,1,1143,49
25460,101.25,46.50041028,115,21,1152,35,73,22,930,50,processed_wcs_25460.csv,158,2,1094,62,,image.i.RACS_0644+46.SB25460.cont.taylor.0.restored.conv.fits,SB25460,22:34.7,06:59.8,+43:24:02.777,+49:22:53.578,95.64440763,106.7489787,43.40077129,49.38154949,processed_wcs_25460.csv,158,2,1094,62
25461,108.75,46.50041028,120,14,1133,29,93,20,1025,37,processed_wcs_25461.csv,179,2,1193,47,,image.i.RACS_0714+46.SB25461.cont.taylor.0.restored.conv.fits,SB25461,52:34.2,36:59.8,+43:24:00.523,+49:22:55.576,103.1426384,114.249041,43.40014518,49.38210433,processed_wcs_25461.csv,179,2,1193,47
25462,116.25,46.50041028,112,10,1168,26,94,10,1115,35,processed_wcs_25462.csv,160,3,1338,39,,image.i.RACS_0744+46.SB25462.cont.taylor.0.restored.conv.fits,SB25462,22:34.7,06:59.8,+43:24:02.777,+49:22:53.578,110.6444076,121.7489787,43.40077129,49.38154949,processed_wcs_25462.csv,160,3,1338,39
25465,123.75,46.50041028,95,13,1174,19,86,20,704,62,processed_wcs_25465.csv,180,0,953,37,,image.i.RACS_0814+46.SB25465.cont.taylor.0.restored.conv.fits,SB25465,52:33.4,36:59.8,+43:23:50.017,+49:22:53.578,118.1392905,129.2489787,43.39722702,49.38154949,processed_wcs_25465.csv,180,0,953,37
25466,131.25,46.50041028,83,17,1097,18,61,20,869,54,processed_wcs_25466.csv,133,2,1013,36,,image.i.RACS_0844+46.SB25466.cont.taylor.0.restored.conv.fits,SB25466,22:34.5,06:59.8,+43:24:00.650,+49:22:53.578,125.6435548,136.7489787,43.40018059,49.38154949,processed_wcs_25466.csv,133,2,1013,36
25467,138.75,46.50041028,97,15,1047,18,63,19,892,43,processed_wcs_25467.csv,107,2,1023,47,,image.i.RACS_0914+46.SB25467.cont.taylor.0.restored.conv.fits,SB25467,52:34.4,37:00.0,+43:24:00.650,+49:22:55.436,133.1434913,144.2498939,43.40018059,49.38206558,processed_wcs_25467.csv,107,2,1023,47
