component_id,Content
match_ratio_SB_21742.txt,Matched A sources / Total A sources: 2784 / 3448 = 80.74%
match_ratio_SB_21551.txt,Matched A sources / Total A sources: 2610 / 3344 = 78.05%
match_ratio_SB_20586.txt,Matched A sources / Total A sources: 2944 / 3621 = 81.30%
match_ratio_SB_21420.txt,Matched A sources / Total A sources: 2647 / 3229 = 81.98%
match_ratio_SB_21915.txt,Matched A sources / Total A sources: 3017 / 3707 = 81.39%
match_ratio_SB_25474.txt,Matched A sources / Total A sources: 151 / 2750 = 5.49%
match_ratio_SB_22345.txt,Matched A sources / Total A sources: 2762 / 3454 = 79.97%
match_ratio_SB_22115.txt,Matched A sources / Total A sources: 2962 / 3462 = 85.56%
match_ratio_SB_24028.txt,Matched A sources / Total A sources: 2551 / 3104 = 82.18%
match_ratio_SB_23871.txt,Matched A sources / Total A sources: 2677 / 3350 = 79.91%
match_ratio_SB_20674.txt,Matched A sources / Total A sources: 2860 / 3536 = 80.88%
match_ratio_SB_21695.txt,Matched A sources / Total A sources: 2497 / 2911 = 85.78%
match_ratio_SB_20952.txt,Matched A sources / Total A sources: 3162 / 3805 = 83.10%
match_ratio_SB_20410.txt,Matched A sources / Total A sources: 2851 / 3540 = 80.54%
match_ratio_SB_20287.txt,Matched A sources / Total A sources: 1241 / 3038 = 40.85%
match_ratio_SB_20913.txt,Matched A sources / Total A sources: 2934 / 3617 = 81.12%
match_ratio_SB_21104.txt,Matched A sources / Total A sources: 2644 / 3435 = 76.97%
match_ratio_SB_20467.txt,Matched A sources / Total A sources: 2683 / 3328 = 80.62%
match_ratio_SB_20705.txt,Matched A sources / Total A sources: 2709 / 3297 = 82.17%
match_ratio_SB_20260.txt,Matched A sources / Total A sources: 1020 / 3016 = 33.82%
match_ratio_SB_22444.txt,Matched A sources / Total A sources: 2530 / 3355 = 75.41%
match_ratio_SB_22028.txt,Matched A sources / Total A sources: 2845 / 3782 = 75.22%
match_ratio_SB_22027.txt,Matched A sources / Total A sources: 2881 / 3480 = 82.79%
match_ratio_SB_20859.txt,Matched A sources / Total A sources: 2772 / 3456 = 80.21%
match_ratio_SB_21923.txt,Matched A sources / Total A sources: 2971 / 3612 = 82.25%
match_ratio_SB_22052.txt,Matched A sources / Total A sources: 2893 / 3489 = 82.92%
match_ratio_SB_22348.txt,Matched A sources / Total A sources: 2638 / 3428 = 76.95%
match_ratio_SB_22472.txt,Matched A sources / Total A sources: 2663 / 3467 = 76.81%
match_ratio_SB_20601.txt,Matched A sources / Total A sources: 2801 / 3356 = 83.46%
match_ratio_SB_22878.txt,Matched A sources / Total A sources: 2664 / 3403 = 78.28%
match_ratio_SB_22117.txt,Matched A sources / Total A sources: 2430 / 3081 = 78.87%
match_ratio_SB_22971.txt,Matched A sources / Total A sources: 2042 / 2661 = 76.74%
match_ratio_SB_20746.txt,Matched A sources / Total A sources: 2669 / 3210 = 83.15%
match_ratio_SB_22154.txt,Matched A sources / Total A sources: 2411 / 3073 = 78.46%
match_ratio_SB_25491.txt,Matched A sources / Total A sources: 187 / 2750 = 6.80%
